ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,ids_artist,names_artist,monthly_listeners,popularity_artist,followers,genres,first_release,last_release,num_releases,playlists_found_artist
4MTmAFWHpvB9kPMSRgLFRp,WHERE WE ARE,59,182,16oZKvXb6WkQlVAjwo2Wbg,14/01/2022,172800,0.759,0.573,0.507,1.37E-06,0.377,-8.084,0.0342,123.183,0.363,11,1,4,16oZKvXb6WkQlVAjwo2Wbg,the lumineers,22508671,75,5345281,"folk-pop, modern rock, neo mellow, stomp and holler",2012,2024,20,Totally Stress Free
06qDEAG26TspT2yK2NLgEZ,The Kill,70,183,4NZvixzsSefsNiIqXn0NDe,12/04/2024,251600,0.041,0.404,0.865,0,0.224,-3.93,0.0903,119.857,0.493,2,1,4,4NZvixzsSefsNiIqXn0NDe,maggie rogers,10600602,69,1077251,indie pop,2017,2024,20,Indie Shuffle
1uMLtqpe8beA6fPy3ApJcJ,Memory Of The Wind,49,185,22oiFjlZPKJ1XphV2et1u1,20/09/2012,308186,0.633,0.279,0.43,0.00082,0.107,-7.412,0.0308,133.443,0.147,8,1,4,22oiFjlZPKJ1XphV2et1u1,naul,126686,39,83000,"korean city pop, korean pop",2005,2023,12,v o K a l
1JDTv7O9CwSGN8iLyaLNyx,Tonight Is The Night,16,183,4Ud7lY9V8pOyydumajSW3O,03/02/2023,278773,0.359,0.58,0.53,1.34E-05,0.147,-7.42,0.0242,95.174,0.572,0,1,4,4Ud7lY9V8pOyydumajSW3O,the mavericks,652938,48,182741,neo-traditional country,1992,2024,20,New Traditions Country Heroes
5LDfQCmBF4gkFtjzNWCKDS,ATM,41,185,4bOqkIGQCcuZgjfDxNuX1I,26/04/2024,133386,0.0342,0.519,0.602,0,0.107,-6.885,0.314,86.666,0.367,7,0,5,4bOqkIGQCcuZgjfDxNuX1I,anycia,710113,48,28445,,2022,2024,13,Fresh Finds Hip-Hop
3EIV1L6afOcTQfhoPngLQv,Destiny,36,185,0haibpa9N2huTbnUiziBeF,05/02/2024,254081,0.682,0.423,0.342,1.70E-05,0.14,-6.571,0.0386,157.884,0.107,8,1,3,0haibpa9N2huTbnUiziBeF,lena park,17874,17,268,,2019,2024,2,Korean OSTs
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,91,185,6HaGTQPmzraVmaVxvz6EUc,03/11/2023,206019,0.0447,0.711,0.809,0,0.339,-4.389,0.0955,106.017,0.816,2,0,4,6HaGTQPmzraVmaVxvz6EUc,jung kook,25128183,83,14169351,k-pop,2022,2023,20,KrOWN
4pqYf5eVYFpesyKlrFGNTE,Best Thing,62,185,2jomvyAKdqYYimeLl3XcdZ,13/12/2019,188839,0.593,0.712,0.469,0,0.125,-5.616,0.0405,93.04,0.383,8,0,4,2jomvyAKdqYYimeLl3XcdZ,inayah,2053689,58,191363,trap queen,2018,2024,16,All The Feels
46OFHBw45fNi7QNjSetITR,Hey Mama,63,182,5K4W6rqBFWDnAN6FQUkS6x,30/08/2005,305066,0.0593,0.583,0.754,0,0.113,-6.993,0.223,95.784,0.347,7,1,4,5K4W6rqBFWDnAN6FQUkS6x,kanye west,72186995,89,25078450,"chicago rap, hip hop, rap",2004,2024,20,Westside Story
1qosh64U6CR5ki1g1Rf2dZ,Love Lee,72,185,6OwKE9Ez6ALxpTaKcT5ayv,21/08/2023,179683,0.453,0.914,0.532,4.57E-06,0.169,-6.6,0.0734,100.029,0.706,5,0,4,6OwKE9Ez6ALxpTaKcT5ayv,akmu,2820483,62,1621245,k-pop,2012,2023,18,v o K a l
4KyghCEewQOSZ4OdvQwFN3,Mattel,57,184,0nmQIMXWTXfhgOBdNzhGOs,02/06/2023,330386,9.80E-05,0.291,0.822,0.0275,0.113,-7.089,0.0459,127.1,0.264,2,0,4,0nmQIMXWTXfhgOBdNzhGOs,avenged sevenfold,10081109,76,6946522,alternative metal,2002,2023,20,Heavy Metal
4TlKVrK0TnVlwvVSbUbbM4,바람이 분다,37,185,58BWh3yJrluDugLv0QF0eC,10/12/2004,236693,0.351,0.443,0.509,0,0.109,-7.659,0.0297,123.872,0.125,7,1,4,58BWh3yJrluDugLv0QF0eC,lee so ra,276620,39,47798,"k-indie, k-pop, korean pop, korean singer-songwriter",1993,2021,20,v o K a l
551Lg3Jo8w4aP0gBmgf3qQ,The way to lose you (Korean Ver.),56,185,6zn0ihyAApAYV51zpXxdEp,05/01/2024,261600,0.862,0.468,0.168,0,0.11,-9.557,0.0402,123.088,0.303,3,1,4,6zn0ihyAApAYV51zpXxdEp,10cm,2199105,59,590440,korean pop,2011,2024,20,K-Folk/Acoustic
5R8dQOPq8haW94K7mgERlO,Poker Face,78,184,1HY2Jd0NmPuamShAr6KMms,01/01/2008,237200,0.119,0.851,0.806,1.72E-06,0.121,-4.618,0.0787,119.001,0.774,4,1,4,1HY2Jd0NmPuamShAr6KMms,lady gaga,58578104,85,29458057,"art pop, dance pop, pop",2008,2023,20,Fest!
73f5rpLgydSRIvHzRLcJFF,Crazy,65,183,5f7VJjfbwm532GiveGC0ZK,15/12/2023,192000,0.0759,0.815,0.418,0,0.15,-8.319,0.351,130.003,0.261,11,0,4,5f7VJjfbwm532GiveGC0ZK,lil baby,29463619,86,17050454,"atl hip hop, atl trap, rap, trap",2017,2024,20,Hype
2lJgdd9YKqt18avtVyDL29,Magnificent,61,185,2DDcsNRmquB7eoFY1S0oxX,27/02/2024,176780,0.988,0.121,0.00153,0.964,0.111,-41.697,0.0508,73.814,0.0373,8,1,3,2DDcsNRmquB7eoFY1S0oxX,vayda sun,398063,40,66,,2022,2024,9,Rise
1Anuaxs4UTPM1tufZJbqZz,King tonka,72,183,3qiHUAX7zY4Qnjx8TNUzVx,03/05/2024,125544,0.000213,0.593,0.613,0,0.215,-6.374,0.0422,152.952,0.497,9,1,3,3qiHUAX7zY4Qnjx8TNUzVx,yeat,20092355,80,4724924,"pluggnb, rage rap",2019,2024,20,Internet People
4dUOiTUovOCy91uztDlUp3,Favorite Peeps,0,0,0tC995Rfn9k2l7nqgCZsV7,19/04/2022,193733,0.767,0.611,0.525,0.799,0.112,-9.683,0.0354,113.946,0.299,7,1,4,0tC995Rfn9k2l7nqgCZsV7,prateek kuhad,3478289,62,935989,"desi pop, folk-pop, hindi indie, indian indie, indian singer-songwriter",2015,2024,20,Relax & Unwind
0wYwXrgGrrU1idueX5A1wJ,Water,69,185,3SozjO3Lat463tQICI9LcE,22/03/2024,200255,0.0852,0.756,0.722,0,0.137,-3.491,0.0652,116.941,0.476,3,0,4,3SozjO3Lat463tQICI9LcE,tyla,32138005,79,826469,,2019,2024,15,Chill Pop
3ZtfHJwLo5cww3sRc5IqrW,S.O.M.F,47,185,6x9CKUBQ96VjXxKgGE5hIw,02/02/2024,150697,0.048,0.689,0.82,3.91E-06,0.34,-2.496,0.145,171.987,0.302,2,1,4,6x9CKUBQ96VjXxKgGE5hIw,ero808,1465308,54,27670,hyperpop,2022,2024,20,Hype
7dSZ6zGTQx66c2GF91xCrb,PROVENZA,75,183,790FomKkXshlbRYZFtlgla,22/04/2022,210200,0.656,0.87,0.516,0.00823,0.11,-8.006,0.0541,111.005,0.53,1,1,4,790FomKkXshlbRYZFtlgla,karol g,52336256,90,45476468,"reggaeton, reggaeton colombiano, trap latino, urbano latino",2017,2024,20,Daily Lift
5HiSc2ZCGn8L3cH3qSwzBT,러시안 룰렛 Russian Roulette,69,185,1z4g3DjTBBZKhvAroFlhOM,07/09/2016,211243,0.055,0.726,0.903,0.000225,0.158,-2.277,0.0357,129.986,0.958,7,0,4,1z4g3DjTBBZKhvAroFlhOM,red velvet,6817836,67,9026644,"k-pop, k-pop girl group",2015,2023,20,WOR K  OUT
37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,72,183,7n2Ycct7Beij7Dj7meI4X0,26/10/2020,205493,0.121,0.657,0.88,0,0.463,-3.672,0.102,150.084,0.769,10,0,4,7n2Ycct7Beij7Dj7meI4X0,twice,11427991,77,19992247,"k-pop, k-pop girl group, pop",2017,2024,20,EQUAL K-Pop
7AGO4RrJJKHUUX3rKPlIiL,Rosa,55,185,6ySvmMDgTOV3XTT6sgIovK,12/05/2023,131723,0.991,0.305,0.0327,0.971,0.107,-27.956,0.0437,148.481,0.394,0,1,3,6ySvmMDgTOV3XTT6sgIovK,nascondiglio,1103125,57,430,,2022,2024,9,Perfect Concentration
5xhkpxHVg0FkJrL6lMRGCx,Velvet Veil,55,185,1jPw7hSDKuDDUqZE3DZYLF,15/03/2024,123479,0.99,0.418,0.0333,0.958,0.107,-23.041,0.0421,117.417,0.3,1,1,4,1jPw7hSDKuDDUqZE3DZYLF,crimson memoirs,577335,47,1623,background piano,2021,2024,20,Focus Piano
0oIJgGKQYukfFx6I72NuGS,RIP SUEDE,32,185,6fqjJNsLs7g6F3PXy01Xnw,08/03/2024,144048,0.216,0.87,0.68,0,0.112,-6.919,0.279,100.052,0.539,6,0,4,6fqjJNsLs7g6F3PXy01Xnw,azchike,998299,52,103843,cali rap,2018,2024,20,Westside Story
7rXcCpIAoOUCydkVDMcoPV,INVU,65,185,3qNVuliS40BLgXGxhdBdqu,14/02/2022,204973,0.0911,0.599,0.816,2.17E-06,0.0961,-3.412,0.0556,106.962,0.399,11,0,4,3qNVuliS40BLgXGxhdBdqu,taeyeon,4031273,67,2842414,k-pop,2016,2024,20,EQUAL K-Pop
5VsPSsmnSr0bTTMDfZrFBD,Action Painting,27,185,7oLhWWqX188fvNQ6aqxLz3,16/04/2024,121858,0.000241,0.538,0.945,0.000225,0.142,-3.02,0.0922,163.042,0.474,7,1,4,7oLhWWqX188fvNQ6aqxLz3,perennial,17979,16,1253,"connecticut indie, new england hardcore",2017,2024,14,Fresh Finds Rock 
02FcRwLxP00Bwx3ZNTIMzw,Muddy Water,29,185,0lgtMXcZRhFOUU2ZPddLoA,01/03/2024,288256,0.00919,0.371,0.821,5.96E-06,0.142,-5.167,0.0453,132.888,0.263,0,1,4,0lgtMXcZRhFOUU2ZPddLoA,zach person,9129,15,4533,,2021,2024,6,Blues & Roots Rock
3fpfQC77x3uwESSJ6VmUKM,Softly,55,185,4kIwETcbpuFgRukE8o7Opx,01/02/2022,188780,0.0174,0.739,0.522,0.00608,0.199,-10.876,0.0355,110,0.214,1,1,4,4kIwETcbpuFgRukE8o7Opx,arlo parks,2353997,56,605226,"indie pop, indie soul, uk contemporary r&b",2020,2023,20,Indie Chillout
4GP9jcPbHlpu9v1lezfi8V,Dunk Contest,57,185,2R0CFyeMDiRbfkhkIMbyl1,29/01/2024,196962,0.106,0.596,0.551,0,0.107,-8.179,0.365,91.828,0.592,0,0,4,2R0CFyeMDiRbfkhkIMbyl1,cash cobain,1654953,56,39788,jersey club,2020,2024,20,Get Turnt
4FqMPJlvfY5Nfo3gRKcNxl,Colors,56,184,26VFTg2z8YR0cCuwLzESi2,28/08/2015,249499,0.0542,0.511,0.812,0,0.092,-4.809,0.0617,100.02,0.522,1,1,4,26VFTg2z8YR0cCuwLzESi2,halsey,44415711,81,21333767,"electropop, etherpop, indie poptimism, pop",2015,2023,20,Hallyu Boy Bands
4ZhOSdcezNOSI8StRRqqik,The Quest,61,184,4LLpKhyESsyAXpc4laK94U,22/03/2024,233323,0.821,0.764,0.625,2.68E-05,0.205,-10.485,0.0376,125.947,0.476,6,1,4,4LLpKhyESsyAXpc4laK94U,mac miller,23826957,79,10292241,"hip hop, pittsburgh rap, rap",2010,2024,20,'fit check
3IAfUEeaXRX9s9UdKOJrFI,Envolver,71,184,7FNnA9vBm6EKceENgCGRMb,11/11/2021,193805,0.152,0.812,0.736,0.00254,0.0914,-5.421,0.0833,91.993,0.396,4,0,4,7FNnA9vBm6EKceENgCGRMb,anitta,31573155,80,12373750,"funk pop, funk rj, pagode baiano, pop, pop nacional",2013,2024,20,Hallyu Boy Bands
7zVv9b6OHWjumvA4nZKXUR,"What Happened to You, Son?",49,185,4I2BJf80C0skQpp1sQmA0h,16/04/2024,222186,0.00201,0.552,0.871,3.19E-06,0.138,-6.194,0.0913,137.907,0.6,11,1,4,4I2BJf80C0skQpp1sQmA0h,belle and sebastian,1573680,57,654280,"alternative rock, baroque pop, chamber pop, indie rock, melancholia, scottish indie, scottish rock, singer-songwriter, twee pop",1996,2024,20,Indie Shuffle
017eGASA1dbhQOb942TuQx,Aching,48,185,6pU8o91xAS0aWNjj06nQSU,03/07/2022,251000,0.875,0.367,0.294,1.89E-06,0.12,-7.574,0.032,125.367,0.219,10,1,4,6pU8o91xAS0aWNjj06nQSU,kassy,349505,42,91980,"k-pop, korean pop",2020,2024,20,v o K a l
5tpybInr1G31Wgl7FWXLKw,Stop & Stare,28,181,7w8LS5pR81tvDOskUj8x1j,12/04/2024,156986,0.177,0.677,0.71,0,0.18,-4.282,0.0449,125.053,0.716,5,1,4,7w8LS5pR81tvDOskUj8x1j,logan,52692,23,1497,,2023,2024,6,Fresh Finds Rock 
79qxwHypONUt3AFq0WPpT9,Rainbow,67,184,70kkdajctXSbqSMJbQO424,30/03/2018,214293,0.88,0.581,0.197,0,0.107,-7.697,0.0329,130.367,0.349,3,1,4,70kkdajctXSbqSMJbQO424,kacey musgraves,24966557,76,1399805,"classic texas country, contemporary country, country dawn",2013,2024,20,Chillin' on a Dirt Road
6usohdchdzW9oML7VC4Uhk,Lose Control,88,180,33qOK5uJ8AR2xuQQAhHump,23/06/2023,210688,0.199,0.561,0.604,1.90E-05,0.104,-4.409,0.0337,159.92,0.242,9,1,3,33qOK5uJ8AR2xuQQAhHump,teddy swims,40510940,82,1724446,,2023,2024,20,Chill Pop
46P88nRKUQOKGBBGmzZiVS,Sainte Marie,39,185,2o6Pj478mXZrEZbEFnAbXp,18/06/2023,156355,0.981,0.308,0.103,0.885,0.109,-28.9,0.0403,211.788,0.357,11,1,4,2o6Pj478mXZrEZbEFnAbXp,ren lockhart,1161745,55,511,,2023,2024,20,calm vibes
2bI6KAUqXeIXGAEEvup8ri,Sunshine (My Girl),72,183,6Se1y4vDcu9fVHLqdj1N3q,01/09/2023,131250,0.00742,0.871,0.765,0.000196,0.0953,-4.602,0.116,128.087,0.596,0,1,4,6Se1y4vDcu9fVHLqdj1N3q,wuki,3447549,60,111959,,2019,2024,20,Summer House 2024
37MvOmyPdgyeWOymDgor3O,Flek,42,185,3B1BQHf6ExWixwqy9zRDZm,22/09/2023,239023,0.0378,0.739,0.43,0.845,0.13,-14.428,0.0864,113.021,0.0791,4,0,4,3B1BQHf6ExWixwqy9zRDZm,pølaroit,301535,41,14568,,2021,2024,20,Deep House Relax
7qcRDEpmDWS0bLHaZRYE8c,A Little Dive Bar in Dahlonega,53,184,371jpyGdoChzUASOIG2ECV,30/03/2018,209080,0.426,0.639,0.479,0,0.151,-6.192,0.0447,146.084,0.571,1,1,4,371jpyGdoChzUASOIG2ECV,ashley mcbryde,1380726,52,282049,"arkansas country, contemporary country, country, country road",2016,2023,20,Country Rocks
4KDNgNpc0O2AcWhFQKrjpy,Solar Plexus 528 Hz,63,185,3K1Lkycummq31rCDkrnZPv,29/03/2024,180000,0.87,0.072,0.018,0.637,0.111,-31.257,0.0504,76.821,0.0266,0,1,3,3K1Lkycummq31rCDkrnZPv,stardust waves,193880,39,2,,2024,2024,1,Deep Sleep
6fjZ39b5dT9uZzFsVRLwSi,Calm Wind,62,185,6FHyFPk8S7LAUOvHBm5F5t,09/06/2023,140102,0.995,0.461,0.0286,0.986,0.116,-25.117,0.0482,113.851,0.471,0,1,4,6FHyFPk8S7LAUOvHBm5F5t,elfrieda,466154,43,1166,background piano,2020,2024,7,calm vibes
5EQzuYfTZt7B2LqlvTF49l,It's All Coming Back to Me Now,72,185,4S9EykWXhStSc15wEx8QFK,11/03/1996,456866,0.753,0.384,0.438,0,0.101,-9.149,0.0362,87.903,0.287,0,1,4,4S9EykWXhStSc15wEx8QFK,céline dion,13865911,74,8053783,canadian pop,1997,2023,20,Guilty Pleasures
1DY3vPRXeUHzCC57WXCjuq,Hands to Myself,51,185,4jaMlhvqHdr7aBdujxJ8Dq,26/01/2024,164464,0.0732,0.326,0.865,0,0.0608,-3.762,0.0425,84.031,0.514,4,1,4,4jaMlhvqHdr7aBdujxJ8Dq,michael warren,243899,37,4907,,2023,2024,7,New Boots
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,74,180,6M2wZ9GZgrQXHCFfjv46we,31/10/2019,183290,0.0125,0.794,0.793,0,0.0952,-4.521,0.0842,123.941,0.677,11,0,4,6M2wZ9GZgrQXHCFfjv46we,dua lipa,76493189,85,43150938,"dance pop, pop, uk pop",2017,2024,20,EQUAL
4cxMGhkinTocPSVVKWIw0d,Losin Control,73,185,1z7b1Pr1rSlvWRzsW3HOrS,05/05/2017,237506,0.515,0.759,0.245,0.000154,0.102,-6.545,0.138,96.992,0.209,6,1,4,1z7b1Pr1rSlvWRzsW3HOrS,russ,14755590,72,5067711,"hawaiian hip hop, pop rap",2012,2024,20,RapCaviar
2oDMesExAJ06YS6prXYydx,Anima I,56,185,3JU9NLB27wyGhbwbApR9uy,30/06/2023,181802,0.993,0.229,0.00604,0.909,0.104,-41.481,0.0447,74.793,0.274,3,0,5,3JU9NLB27wyGhbwbApR9uy,olivia belli,794115,54,21526,neo-classical,2016,2024,20,Classical Sleep
3pzyC2zklDL1GFW41lWoWm,Late Night Walk,48,185,6zn0ihyAApAYV51zpXxdEp,25/04/2024,234466,0.762,0.537,0.377,0,0.197,-7.584,0.0307,179.935,0.575,5,1,4,6zn0ihyAApAYV51zpXxdEp,10cm,1664408,61,581339,korean pop,2011,2024,20,K-Folk/Acoustic
0DZ2mMWPkgDwWBnH6gtsQW,STAR,39,185,01XYiBYaoMJcNhPokrg0l0,15/05/2022,257471,0.647,0.539,0.44,0,0.107,-6.96,0.0402,183.83,0.478,2,1,4,01XYiBYaoMJcNhPokrg0l0,stayc,3103246,63,1785731,"k-pop, k-pop girl group",2020,2024,14,Satang Mix (사탕 믹스)
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,89,183,5Pwc4xIPtQLFEnJriah9YJ,13/05/2022,148485,0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,139.994,0.825,0,1,4,5Pwc4xIPtQLFEnJriah9YJ,onerepublic,54783502,80,16832505,"piano rock, pop",2007,2024,20,Throwback Thursday
3Tp7y0bLogDQsIO5tTTOH4,Asking for It,57,116,70BYFdaZbEKbeauJ670ysI,18/09/2015,210706,0.00273,0.449,0.971,0,0.141,-3.66,0.0476,144.031,0.414,10,1,4,70BYFdaZbEKbeauJ670ysI,shinedown,6610752,71,4017827,"alternative metal, nu metal, post-grunge",2003,2024,20,Alone Again
1mKHZDWICROPP1gmOg1mn2,For A Moment,66,185,3OMlFyzbxE7bDYBg4GiwET,13/10/2023,201874,0.995,0.496,0.0117,0.897,0.1,-31.262,0.0586,68.158,0.234,2,1,3,3OMlFyzbxE7bDYBg4GiwET,haley morrison,656303,47,254,,2022,2024,6,Peaceful Piano
1U84Q9VogHbbfojXkIC65i,NENE'S PRAYER,45,185,4bOqkIGQCcuZgjfDxNuX1I,22/03/2024,95916,0.00835,0.763,0.423,0.00229,0.12,-7.768,0.101,162.933,0.458,1,1,4,4bOqkIGQCcuZgjfDxNuX1I,anycia,706897,50,27450,,2022,2024,13,Fresh Finds Hip-Hop
0Psz3az3RIYfJpnsajBT8N,Nanã,63,184,45yEuthJ9yq1rNXAOpBnqM,19/05/2017,190826,0.191,0.685,0.735,0.038,0.188,-6.337,0.0334,94.035,0.385,4,0,3,45yEuthJ9yq1rNXAOpBnqM,polo & pan,2697998,61,761622,"dark disco, electro-pop francais, french indietronica",2014,2024,20,Feel Good Dinner
33Go1mGHePH38jrBcd2CMd,hope's return,29,185,6wRHw4vjJkG1V3fmwBXRpG,27/02/2024,103250,0.021,0.524,0.668,0.807,0.757,-10.642,0.0387,201.906,0.534,7,1,4,6wRHw4vjJkG1V3fmwBXRpG,maral,26062,21,6878,experimental club,2019,2024,17,Fresh Finds Experimental
5QO79kh1waicV47BqGRL3g,Save Your Tears,86,184,1Xyo4u8uXC1ZmMpatF05PJ,20/03/2020,215626,0.0212,0.679,0.825,1.21E-05,0.543,-5.487,0.0309,118.049,0.644,0,1,4,1Xyo4u8uXC1ZmMpatF05PJ,the weeknd,113553798,95,81435797,"canadian contemporary r&b, canadian pop, pop",2011,2024,20,Daily Lift
27sBcXtgTBSJRdUxei1a7J,Sexy Villain,64,184,0NB5HROxc8dDBXpkIi1v3d,15/10/2021,188500,0.402,0.766,0.539,0,0.104,-4.927,0.0479,120.175,0.888,7,1,4,0NB5HROxc8dDBXpkIi1v3d,remi wolf,4463068,62,467499,"indie pop, modern alternative pop",2019,2024,20,it's alt good
73WJG3IuQUG6MbkN8xITHC,Paranoia,36,185,27Jf5LQlR1F9OFxIuE8JwN,22/09/2023,198273,0.00401,0.324,0.584,0,0.292,-6.011,0.0308,155.293,0.286,10,1,4,27Jf5LQlR1F9OFxIuE8JwN,elizabeth lentz,19107,20,1995,,2023,2024,3,Fresh Finds Rock 
6ZPr9b4odEGaYIFdYDRGM4,Drifting,38,185,1qw4AAqrPMSwFoEc1RBRLU,03/09/2021,180324,0.987,0.214,0.0066,0.883,0.105,-32.292,0.0354,70.914,0.0395,5,1,4,1qw4AAqrPMSwFoEc1RBRLU,will kaufman,425229,42,272,,2020,2023,8,calm vibes
4bjN59DRXFRxBE1g5ne6B1,Haegeum,82,185,5RmQ8k4l3HZ8JoPb4mNsML,21/04/2023,168926,0.313,0.697,0.837,0,0.471,-2.651,0.304,85.097,0.831,7,1,5,5RmQ8k4l3HZ8JoPb4mNsML,agust d,4215780,74,14078171,k-rap,2016,2023,4,KrOWN
5kfNriitmkNE8mUbZ7gbq8,Saturday Nights,68,177,6LuN9FCkKOj5PcnpouEgny,18/10/2018,210666,0.606,0.551,0.44,3.02E-05,0.11,-8.559,0.0985,167.923,0.341,10,1,4,6LuN9FCkKOj5PcnpouEgny,khalid,52149573,83,16040172,"pop, pop r&b",2017,2023,20,Feel Good Acoustic
152lZdxL1OR0ZMW6KquMif,Location,77,185,6LuN9FCkKOj5PcnpouEgny,27/04/2017,219080,0.33,0.736,0.449,0.000162,0.0898,-11.462,0.425,80.126,0.326,1,0,4,6LuN9FCkKOj5PcnpouEgny,khalid,52149573,83,16040172,"pop, pop r&b",2017,2023,20,Feel Good Acoustic
5lLLan3sQ3MqvVifwOcBAN,Tell Me I'm Not Dreaming,20,185,493LaUkdvofHBb12qHUG60,23/09/2022,262092,0.815,0.524,0.294,0.00182,0.115,-10.08,0.0268,87.923,0.197,4,1,4,493LaUkdvofHBb12qHUG60,the bombadils,3830,11,1099,canadian celtic,2015,2023,9,Indie Bluegrass
6B1RSEDKpQTUmCcBJkFCvo,24-Jul,28,183,13YVfXddjRIUrubItJjadb,23/04/2024,233266,0.945,0.397,0.112,0.000121,0.11,-14.539,0.0409,172.537,0.314,9,1,4,13YVfXddjRIUrubItJjadb,margaret glaspy,80768,31,69576,"indie folk, indie pop",2013,2024,14,Rockin' Vibes
486JaB4ZK017faPW9kNpje,Mirage,49,185,1fRv9jiRIN7zAOSpOfRP73,25/04/2024,172687,1.17E-05,0.22,0.978,2.51E-05,0.569,-2.722,0.125,142.003,0.319,4,1,4,1fRv9jiRIN7zAOSpOfRP73,gel,169603,40,54546,"chain punk, modern hardcore, new jersey hardcore",2019,2024,11,New Music Friday
1sd2HaV5RYWN8ly7htaElN,everything everywhere always,67,185,3IR6DvP0x2a6oUSist9UMu,19/08/2022,147847,0.746,0.402,0.38,2.58E-06,0.272,-10.233,0.045,143.632,0.187,6,1,5,3IR6DvP0x2a6oUSist9UMu,elijah woods,5355953,63,324406,singer-songwriter pop,2021,2024,20,Chill Pop
4EIbWNNAT3TqvzflNhGKyU,Pines and Cedars,62,185,2BULWWkjYsQLp6CasdyPC9,10/02/2023,150898,0.994,0.439,0.0237,0.938,0.0969,-30.434,0.0397,113.805,0.16,6,1,4,2BULWWkjYsQLp6CasdyPC9,maya sarfatto,1065919,55,518,,2020,2024,17,Intense Studying
5DRqPuThkW9vLtsm7tRozq,Downtown,50,185,5D5E3KJhdrPoOEKfLJ8qk4,09/02/2024,162570,0.996,0.474,0.0243,0.912,0.104,-27.015,0.0446,100.677,0.0704,0,0,4,5D5E3KJhdrPoOEKfLJ8qk4,quinn harrington,132124,39,37,,2023,2024,5,Jazz for Sleep
1MMPjL15s8zSB787xGGePp,Ti Vedo,58,185,16yfPw6Pf0UdDBX05HqCa7,22/03/2024,157655,0.987,0.371,0.0278,0.937,0.103,-27.342,0.0349,64.187,0.317,3,1,4,16yfPw6Pf0UdDBX05HqCa7,robert gafforelli,212322,41,1449,background piano,2018,2024,14,Piano in the Background
7LqhLEaSc6iREEYKWF3FRR,When You Come Over,56,185,3V5CZtQuix8ETHRNL7wjva,08/03/2024,180124,0.995,0.519,0.0116,0.961,0.102,-27.09,0.0546,66.854,0.241,5,1,4,3V5CZtQuix8ETHRNL7wjva,julius palladini,237969,38,17,,2021,2024,4,Jazz for Sleep
6s9ICeczYOfbHHIaSMq9jd,Get Your Shine On,60,5,3b8QkneNDz4JHKKKlLgYZg,01/01/2012,222013,0.00286,0.497,0.927,1.26E-06,0.413,-4.52,0.0372,96.987,0.608,0,1,4,3b8QkneNDz4JHKKKlLgYZg,florida georgia line,11187586,74,5360522,"contemporary country, country, country pop, country road, modern country rock",2012,2022,20,Country by the Grace of God
1HoCLME8rDSpksyIVgfs5w,Dandelions,56,185,6IBrNzuYAMMWiTAg3xJRgw,26/11/2023,143583,0.994,0.263,0.00535,0.96,0.101,-33.378,0.0413,66.385,0.301,11,1,3,6IBrNzuYAMMWiTAg3xJRgw,linior,363671,44,75,,2023,2024,12,Piano in the Background
59Av14pC7RFAyHDCtmpJcq,Efter Regn,39,185,3vHwJg9XHrACvX9ZlwV8pT,12/01/2024,156000,0.102,0.562,0.465,0,0.0986,-8.602,0.607,159.351,0.209,1,1,4,3vHwJg9XHrACvX9ZlwV8pT,adel,408861,48,92745,"swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop",2019,2024,20,100
6pY6ftbfdEu2u4wdnDPGfX,ALLA JAG LEGAT MED,45,183,3loTvAld5Tpk5aSNbboGpj,08/03/2024,132857,0.208,0.742,0.681,0,0.334,-6.017,0.163,139.971,0.858,6,1,4,3loTvAld5Tpk5aSNbboGpj,rasmus gozzi,687844,55,79105,"russelater, swedish eurodance",2017,2024,20,30 km/h
6oODbMYfHjqWHTZp3wMheG,Tranquil Landscape,55,185,40vrF4Xbk1GAxqnIRdyrKs,26/01/2024,187200,0.988,0.39,0.0205,0.922,0.124,-28.976,0.0447,123.007,0.112,7,1,4,40vrF4Xbk1GAxqnIRdyrKs,ametrine skies,256289,40,20,background piano,2023,2024,9,Perfect Concentration
75aFeZA5ZnaJ3lBAa3Kugz,Malá zem,43,185,3sakSn9xHMLlqQxOnQ57fB,20/03/2024,431923,0.862,0.492,0.377,0.233,0.114,-15.265,0.0344,134.75,0.186,9,0,4,3sakSn9xHMLlqQxOnQ57fB,jana kirschner,138983,41,30621,"czech pop, slovak pop",2000,2024,20,EQUAL
7dt6x5M1jzdTEt8oCbisTK,Better Now,80,183,246dkjvS1zLTtiykXe5h60,27/04/2018,231266,0.331,0.674,0.578,0,0.135,-5.804,0.0408,145.07,0.34,10,1,4,246dkjvS1zLTtiykXe5h60,post malone,77454671,87,43541724,"dfw rap, melodic rap, pop, rap",2016,2023,20,Chill Pop
